"REF_DATE","GEO","DGUID","Economic family type","Household food security status","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003182","1.5.3.1","106","E","","","0"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003183","1.5.3.2","8.3","E","","","1"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003184","1.5.4.1","65","E","","","0"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003185","1.5.4.2","5.1","E","","","1"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003186","1.5.5.1","","F","","","0"
"2018","Canada","2016A000011124","Persons in other elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003187","1.5.5.2","3.2","E","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food secure","Number of persons","Number","223","thousands","3","v1288003188","1.6.1.1","21390","A","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food secure","Percentage of persons","Percent","239","units","0","v1288003189","1.6.1.2","82.4","A","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure","Number of persons","Number","223","thousands","3","v1529611282","1.6.6.1","4570","B","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611283","1.6.6.2","17.6","B","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003190","1.6.2.1","1468","C","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003191","1.6.2.2","5.7","C","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003192","1.6.3.1","3102","B","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003193","1.6.3.2","12.0","B","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003194","1.6.4.1","2272","B","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003195","1.6.4.2","8.8","B","","","1"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003196","1.6.5.1","830","C","","","0"
"2018","Canada","2016A000011124","Persons in non-elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003197","1.6.5.2","3.2","C","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food secure","Number of persons","Number","223","thousands","3","v1288003198","1.7.1.1","3965","A","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food secure","Percentage of persons","Percent","239","units","0","v1288003199","1.7.1.2","88.5","A","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food insecure","Number of persons","Number","223","thousands","3","v1529611284","1.7.6.1","513","C","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food insecure","Percentage of persons","Percent","239","units","0","v1529611285","1.7.6.2","11.5","C","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003200","1.7.2.1","173","D","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003201","1.7.2.2","3.9","D","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003202","1.7.3.1","340","C","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003203","1.7.3.2","7.6","C","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003204","1.7.4.1","211","D","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003205","1.7.4.2","4.7","C","","","1"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003206","1.7.5.1","129","D","","","0"
"2018","Canada","2016A000011124","Persons in couples","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003207","1.7.5.2","2.9","D","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food secure","Number of persons","Number","223","thousands","3","v1288003208","1.8.1.1","10680","A","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food secure","Percentage of persons","Percent","239","units","0","v1288003209","1.8.1.2","82.1","A","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure","Number of persons","Number","223","thousands","3","v1529611286","1.8.6.1","2324","B","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure","Percentage of persons","Percent","239","units","0","v1529611287","1.8.6.2","17.9","B","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003210","1.8.2.1","864","C","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003211","1.8.2.2","6.6","C","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003212","1.8.3.1","1461","C","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003213","1.8.3.2","11.2","C","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003214","1.8.4.1","1159","C","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003215","1.8.4.2","8.9","C","","","1"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003216","1.8.5.1","302","D","","","0"
"2018","Canada","2016A000011124","Persons in couple families with children","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003217","1.8.5.2","2.3","D","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food secure","Number of persons","Number","223","thousands","3","v1288003218","1.9.1.1","3534","B","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food secure","Percentage of persons","Percent","239","units","0","v1288003219","1.9.1.2","89.1","A","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure","Number of persons","Number","223","thousands","3","v1529611288","1.9.6.1","432","D","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure","Percentage of persons","Percent","239","units","0","v1529611289","1.9.6.2","10.9","D","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003220","1.9.2.1","107","E","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003221","1.9.2.2","2.7","E","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003222","1.9.3.1","325","D","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003223","1.9.3.2","8.2","D","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003224","1.9.4.1","259","D","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003225","1.9.4.2","6.5","D","","","1"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003226","1.9.5.1","65","E","","","0"
"2018","Canada","2016A000011124","Persons in couple families with other relatives","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003227","1.9.5.2","1.6","E","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288003228","1.10.1.1","923","C","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288003229","1.10.1.2","57.8","B","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611290","1.10.6.1","674","C","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611291","1.10.6.2","42.2","C","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003230","1.10.2.1","157","D","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003231","1.10.2.2","9.8","D","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003232","1.10.3.1","517","D","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003233","1.10.3.2","32.3","C","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003234","1.10.4.1","341","D","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003235","1.10.4.2","21.4","D","","","1"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003236","1.10.5.1","175","D","","","0"
"2018","Canada","2016A000011124","Persons in lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003237","1.10.5.2","11.0","D","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288003238","1.11.1.1","178","D","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288003239","1.11.1.2","69.1","C","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611292","1.11.6.1","80","E","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611293","1.11.6.2","30.9","D","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003240","1.11.2.1","20","E","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003241","1.11.2.2","7.7","E","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003242","1.11.3.1","60","E","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003243","1.11.3.2","23.2","E","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003244","1.11.4.1","","F","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003245","1.11.4.2","17.1","E","","","1"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003246","1.11.5.1","16","E","","","0"
"2018","Canada","2016A000011124","Persons in male lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003247","1.11.5.2","6.1","E","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288003248","1.12.1.1","745","C","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288003249","1.12.1.2","55.6","C","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611294","1.12.6.1","594","C","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611295","1.12.6.2","44.4","C","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003250","1.12.2.1","137","D","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003251","1.12.2.2","10.3","D","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003252","1.12.3.1","457","D","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003253","1.12.3.2","34.1","C","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003254","1.12.4.1","297","D","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003255","1.12.4.2","22.2","D","","","1"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003256","1.12.5.1","160","D","","","0"
"2018","Canada","2016A000011124","Persons in female lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003257","1.12.5.2","11.9","D","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food secure","Number of persons","Number","223","thousands","3","v1288003258","1.13.1.1","2288","B","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food secure","Percentage of persons","Percent","239","units","0","v1288003259","1.13.1.2","78.5","A","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure","Number of persons","Number","223","thousands","3","v1529611296","1.13.6.1","627","C","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611297","1.13.6.2","21.5","C","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003260","1.13.2.1","166","D","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003261","1.13.2.2","5.7","D","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003262","1.13.3.1","461","C","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003263","1.13.3.2","15.8","C","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003264","1.13.4.1","302","D","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003265","1.13.4.2","10.4","D","","","1"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003266","1.13.5.1","159","D","","","0"
"2018","Canada","2016A000011124","Persons in other non-elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003267","1.13.5.2","5.4","D","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food secure","Number of persons","Number","223","thousands","3","v1288003268","1.14.1.1","4814","A","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food secure","Percentage of persons","Percent","239","units","0","v1288003269","1.14.1.2","79.8","A","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure","Number of persons","Number","223","thousands","3","v1529611298","1.14.6.1","1219","B","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure","Percentage of persons","Percent","239","units","0","v1529611299","1.14.6.2","20.2","B","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003270","1.14.2.1","297","C","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003271","1.14.2.2","4.9","C","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003272","1.14.3.1","923","B","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003273","1.14.3.2","15.3","B","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003274","1.14.4.1","505","C","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003275","1.14.4.2","8.4","C","","","1"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003276","1.14.5.1","418","C","","","0"
"2018","Canada","2016A000011124","Persons not in an economic family","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003277","1.14.5.2","6.9","C","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food secure","Number of persons","Number","223","thousands","3","v1288003278","1.15.1.1","1637","A","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food secure","Percentage of persons","Percent","239","units","0","v1288003279","1.15.1.2","89.6","A","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure","Number of persons","Number","223","thousands","3","v1529611300","1.15.6.1","191","C","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure","Percentage of persons","Percent","239","units","0","v1529611301","1.15.6.2","10.4","C","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003280","1.15.2.1","65","D","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003281","1.15.2.2","3.5","D","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003282","1.15.3.1","126","C","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003283","1.15.3.2","6.9","C","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003284","1.15.4.1","87","D","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003285","1.15.4.2","4.8","D","","","1"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003286","1.15.5.1","39","D","","","0"
"2018","Canada","2016A000011124","Elderly persons not in an economic family","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003287","1.15.5.2","2.1","D","","","1"
"2018","Canada","2016A000011124","Elderly males not in an economic family","Food secure","Number of persons","Number","223","thousands","3","v1288003288","1.16.1.1","552","B","","","0"
"2018","Canada","2016A000011124","Elderly males not in an economic family","Food secure","Percentage of persons","Percent","239","units","0","v1288003289","1.16.1.2","87.3","A","","","1"
